"row ID","Min","Max","Mean","Std. deviation","Variance","Skewness","Kurtosis","Median"
"Gini Coefficient",0.41461440628974455,0.8555691884935307,0.6396527574884567,0.120134868581805,0.014432386649167557,-0.048888464339569504,-0.7721422406067194,
